"","T_MAPCODE","T_BIOME","tar_sa","tar_gbf","ext_veg","ext_vegrem","ext_vegpa24","ext_vegrempa24","ext_invpa24","prp_pa_base24","ext_tar_sa","ext_tar_gbf","epl_base24","epl_nat24","ext_vegrempa_inv24","epl_nat_inv24"
"293","NKb2","Nama-Karoo",21,30,607.488,601.392,161.7308,161.3732,0,0.266228797935103,127.57248,182.2464,"WP","WP",161.3732,"WP"
"294","NKb5","Nama-Karoo",21,30,8638.8324,8543.5324,11.7044,11.5396,0,0.0013548590200685,1814.154804,2591.64972,"NP","NP",11.5396,"NP"
"295","SVk10","Savanna",16,30,5838.9904,5539.6844,20.1184,20.1184,0,0.00344552715825667,934.238464,1751.69712,"NP","NP",20.1184,"NP"
"296","SVk11","Savanna",16,30,13897.364,13624.6808,240.9528,237.2832,0,0.0173380218003932,2223.57824,4169.2092,"PP","PP",237.2832,"PP"
"297","SVk12","Savanna",16,30,7452.5748,7252.688,180.5512,178.6864,0,0.024226687399367,1192.411968,2235.77244,"PP","PP",178.6864,"PP"
"298","SVk13","Savanna",16,30,8517.6948,8409.2552,430.1076,428.0452,0,0.0504957749836258,1362.831168,2555.30844,"PP","PP",428.0452,"PP"
"299","SVk14","Savanna",16,30,929.224,880.8224,0,0,0,0,148.67584,278.7672,"NP","NP",0,"NP"
"300","SVk15","Savanna",16,30,1620.8448,1617.2148,169.894,169.5656,0,0.104818178767023,259.335168,486.25344,"MP","MP",169.5656,"MP"
"301","SVk16","Savanna",16,30,7918.5928,7905.7652,1154.0584,1153.3284,0,0.145740339116819,1266.974848,2375.57784,"MP","MP",1153.3284,"MP"
"302","SVk4","Savanna",16,30,16649.7672,12455.3472,982.894,750.0788,0.1536,0.0590334980779791,2663.962752,4994.93016,"PP","PP",749.97128,"PP"
"303","SVk5","Savanna",16,30,1457.8836,1418.3416,96.1376,95.4068,0,0.0659432618626069,233.261376,437.36508,"PP","PP",95.4068,"PP"
"304","SVk6","Savanna",16,30,5313.8536,4220.3792,70.4056,42.4764,0,0.0132494429278217,850.216576,1594.15608,"PP","NP",42.4764,"NP"
"305","SVk7","Savanna",16,30,13360.5836,13112.6348,30.9984,29.8712,0,0.00232013817120983,2137.693376,4008.17508,"NP","NP",29.8712,"NP"
"306","SVk8","Savanna",16,30,3363.508,3235.7984,0,0,0,0,538.16128,1009.0524,"NP","NP",0,"NP"
"307","SVk9","Savanna",16,30,5779.5996,5504.2496,20.0264,19.99,0,0.00346501511973252,924.735936,1733.87988,"NP","NP",19.99,"NP"
"308","SVkd1","Savanna",16,30,37066.8704,37004.7196,5788.256,5787.4956,0,0.156157127309027,5930.699264,11120.06112,"MP","MP",5787.4956,"MP"
"309","SVkd2","Savanna",16,30,2242.3736,2239.5116,850.0636,849.9576,0,0.379090977524887,358.779776,672.71208,"WP","WP",849.9576,"WP"
"310","SVkd3","Savanna",16,30,2898.6,2898.1184,1673.8492,1673.512,0,0.57746815704133,463.776,869.58,"WP","WP",1673.512,"WP"
"311","SVkd4","Savanna",16,30,762.4696,762.2544,762.4436,762.2284,0,0.999965900279827,121.995136,228.74088,"WP","WP",762.2284,"WP"
"312","SKs1","Succulent Karoo",26,30,508.0212,311.0076,2.2024,2.156,0,0.00433525215089449,132.085512,152.40636,"NP","NP",2.156,"NP"
"313","SKs2","Succulent Karoo",26,30,536.1004,524.9028,0,0,0,0,139.386104,160.83012,"NP","NP",0,"NP"
"314","SKs3","Succulent Karoo",26,30,331.4,302.72,0,0,0,0,86.164,99.42,"NP","NP",0,"NP"
"315","SKs4","Succulent Karoo",26,30,449.044,441.4408,0,0,0,0,116.75144,134.7132,"NP","NP",0,"NP"
"316","SKr14","Succulent Karoo",28,30,365.5632,365.2156,0,0,0,0,102.357696,109.66896,"NP","NP",0,"NP"
"317","SKn2","Succulent Karoo",24,30,539.3324,534.2036,0,0,0,0,129.439776,161.79972,"NP","NP",0,"NP"
"318","SKs5","Succulent Karoo",26,30,566.1096,565.6908,0,0,0,0,147.188496,169.83288,"NP","NP",0,"NP"
"319","SKs6","Succulent Karoo",26,30,123.302,122.7916,0,0,0,0,32.05852,36.9906,"NP","NP",0,"NP"
"320","SKr1","Succulent Karoo",28,30,1200.4012,1199.7416,860.1884,859.864,0,0.716584088719671,336.112336,360.12036,"WP","WP",859.864,"WP"
"321","SKr10","Succulent Karoo",28,30,127.5696,127.1424,0,0,0,0,35.719488,38.27088,"NP","NP",0,"NP"
"322","SKr11","Succulent Karoo",28,30,129.2752,128.1204,61.3284,61.002,0,0.474401896110004,36.197056,38.78256,"WP","WP",61.002,"WP"
"323","SKr12","Succulent Karoo",28,30,612.1464,611.8968,0.0668,0.0652,0,0.000109124222571594,171.400992,183.64392,"NP","NP",0.0652,"NP"
"324","SKr13","Succulent Karoo",28,30,722.676,721.8316,0.1452,0.1452,0,0.00020091991431845,202.34928,216.8028,"NP","NP",0.1452,"NP"
"325","SKr15","Succulent Karoo",28,30,241.7792,200.304,0,0,0,0,67.698176,72.53376,"NP","NP",0,"NP"
"326","SKr16","Succulent Karoo",28,30,432.8448,432.3352,0,0,0,0,121.196544,129.85344,"NP","NP",0,"NP"
"327","SKr17","Succulent Karoo",28,30,260.7456,259.666,0,0,0,0,73.008768,78.22368,"NP","NP",0,"NP"
"328","SKr18","Succulent Karoo",34,30,817.7808,812.362,70.8404,70.788,0,0.0866251689939407,278.045472,245.33424,"PP","PP",70.788,"PP"
"329","SKr19","Succulent Karoo",18,30,371.9632,367.7144,74.0144,73.9772,0,0.198983125212387,66.953376,111.58896,"WP","WP",73.9772,"WP"
"330","SKr2","Succulent Karoo",28,30,192.1136,191.3312,47.7448,47.3088,0,0.248523790090863,53.791808,57.63408,"MP","MP",47.3088,"MP"
"331","SKr3","Succulent Karoo",28,30,170.7744,170.7376,170.7744,170.7376,0,1,47.816832,51.23232,"WP","WP",170.7376,"WP"
"332","SKr4","Succulent Karoo",28,30,836.2248,827.1612,137.0552,136.9984,0,0.163897554820187,234.142944,250.86744,"MP","MP",136.9984,"MP"
"333","SKr5","Succulent Karoo",28,30,18.3652,18.3652,15.3936,15.3936,0,0.838193975562477,5.142256,5.50956,"WP","WP",15.3936,"WP"
"334","SKr6","Succulent Karoo",28,30,65.8728,65.8232,65.8728,65.8232,0,1,18.444384,19.76184,"WP","WP",65.8232,"WP"
"335","SKr7","Succulent Karoo",28,30,327.1496,326.5544,119.0316,118.9416,0,0.363844553072967,91.601888,98.14488,"WP","WP",118.9416,"WP"
"336","SKr8","Succulent Karoo",28,30,50.5576,50.5104,50.5576,50.5104,0,1,14.156128,15.16728,"WP","WP",50.5104,"WP"
"337","SKr9","Succulent Karoo",34,30,3.2652,3.2652,3.2652,3.2652,0,1,1.110168,0.97956,"WP","WP",3.2652,"WP"
"338","SVcb11","Savanna",24,30,3285.6364,2493.6388,299.0448,267.9868,2.1288,0.0910157922526059,788.552736,985.69092,"PP","PP",266.49664,"PP"
"339","SVk1","Savanna",16,30,15431.3308,12001.9708,15.4296,4.2996,0,0.000999887838578381,2469.012928,4629.39924,"NP","NP",4.2996,"NP"
"340","SVk18","Savanna",16,30,999.6036,953.0492,0,0,0,0,159.936576,299.88108,"NP","NP",0,"NP"
"341","SVk2","Savanna",16,30,4206.5528,3227.4224,25.3444,22.1576,0,0.00602498083466348,673.048448,1261.96584,"NP","NP",22.1576,"NP"
"342","SVk17","Savanna",16,30,7235.3844,3751.572,26.4168,24.1736,0,0.00365105688095853,1157.661504,2170.61532,"NP","NP",24.1736,"NP"
"343","AZa5","Azonal Vegetation",31,30,3235.1676,2106.648,479.7744,199.6604,0.2844,0.14829970478191,1002.901956,970.55028,"PP","PP",199.46132,"PP"
"344","FOa1","Forests",36,30,132.5436,89.8388,53.4188,50.2616,0.2752,0.40302813564744,47.715696,39.76308,"WP","WP",50.06896,"WP"
"345","FOz8","Forests",36,30,265.4912,244.2452,111.778,108.9044,0.01,0.421023371019454,95.576832,79.64736,"WP","WP",108.8974,"WP"
"346","FOz4","Forests",22,30,379.0448,279.0384,216.9372,189.8448,7.0076,0.572326015288958,83.389856,113.71344,"WP","WP",184.93948,"WP"
"347","FOz9","Forests",36,30,68.7992,68.6804,32.3496,32.3484,1.1164,0.470203141896999,24.767712,20.63976,"WP","WP",31.56692,"WP"
"348","CB1","Indian Ocean Coastal Belt",25,30,2355.7416,832.548,433.8392,363.4108,1.888,0.184162473507281,588.9354,706.72248,"MP","MP",362.0892,"MP"
"349","Gd10","Grassland",27,30,78.8828,76.8228,55.1024,53.1668,0.0024,0.698535041859569,21.298356,23.66484,"WP","WP",53.16512,"WP"
"350","Gd5","Grassland",27,30,1218.5104,1108.2288,506.8484,499.2584,2.9512,0.415957385345254,328.997808,365.55312,"WP","WP",497.19256,"WP"
"351","Gd6","Grassland",27,30,17.5824,17.5596,13.5104,13.4884,0.3852,0.768404768404768,4.747248,5.27472,"WP","WP",13.21876,"WP"
"352","Gd7","Grassland",27,30,1343.4028,1342.4628,1069.3428,1068.6548,0.8852,0.795995661167298,362.718756,403.02084,"WP","WP",1068.03516,"WP"
"353","Gh10","Grassland",24,30,25965.724,5813.4168,415.7976,178.2516,0.1976,0.0160133258752962,6231.77376,7789.7172,"PP","NP",178.11328,"NP"
"354","Gh11","Grassland",24,30,923.5568,416.9716,3.3916,3.3864,0,0.00367232421438508,221.653632,277.06704,"NP","NP",3.3864,"NP"
"355","Gh12","Grassland",24,30,329.4952,221.1288,0.2512,0.2172,0,0.000762378329031804,79.078848,98.84856,"NP","NP",0.2172,"NP"
"356","Gh15","Grassland",24,30,8598.4796,5468.9772,660.7764,579.9928,3.662,0.0768480511368545,2063.635104,2579.54388,"PP","PP",577.4294,"PP"
"357","Gh5","Grassland",24,30,4949.5984,2576.7764,161.4116,72.5672,0.0316,0.0326110498176983,1187.903616,1484.87952,"PP","PP",72.54508,"PP"
"358","Gh6","Grassland",24,30,16012.9004,10488.0812,503.6336,350.8104,1.3236,0.0314517412473258,3843.096096,4803.87012,"PP","PP",349.88388,"PP"
"359","Gh7","Grassland",28,30,1571.9508,1286.1452,76.2432,67.8852,0.6408,0.0485022813691115,440.146224,471.58524,"PP","PP",67.43664,"PP"
"360","Gh8","Grassland",28,30,80.4668,66.1308,14.1976,12.4564,0.0692,0.176440469858376,22.530704,24.14004,"MP","MP",12.40796,"MP"
"361","Gh9","Grassland",24,30,7074.3048,5306.9972,185.6532,168.4476,0,0.0262433136892829,1697.833152,2122.29144,"PP","PP",168.4476,"PP"
"362","Gm10","Grassland",24,30,1093.2008,183.1432,80.1192,46.2268,0.3276,0.0732886401107646,262.368192,327.96024,"PP","PP",45.99748,"PP"
"363","Gm11","Grassland",24,30,10508.8704,4209.3672,239.0444,183.178,1.2644,0.022746916738073,2522.128896,3152.66112,"PP","PP",182.29292,"PP"
"364","Gm12","Grassland",24,30,12772.3408,3707.4124,707.9652,363.8236,4.8196,0.0554295575952687,3065.361792,3831.70224,"PP","PP",360.44988,"PP"
"365","Gm13","Grassland",27,30,3927.052,2126.2596,209.5532,147.0424,0.402,0.0533614528149869,1060.30404,1178.1156,"PP","PP",146.761,"PP"
"366","Gm14","Grassland",27,30,3750.41,2950.1124,541.438,492.0124,5.9576,0.144367682466717,1012.6107,1125.123,"MP","PP",487.84208,"PP"
"367","Gm15","Grassland",24,30,4216.8496,1967.0736,339.544,215.03,5.602,0.0805207755097549,1012.043904,1265.05488,"PP","PP",211.1086,"PP"
"368","Gm16","Grassland",24,30,6124.0568,2455.7828,157.2732,96.862,0.7512,0.0256812118398379,1469.773632,1837.21704,"PP","PP",96.33616,"PP"
"369","Gm17","Grassland",27,30,1087.416,611.008,635.7056,473.8984,6.6056,0.584602029030288,293.60232,326.2248,"WP","WP",469.27448,"WP"
"370","Gm19","Grassland",24,30,1380.852,847.0616,18.4548,12.6732,0.006,0.0133647921717896,331.40448,414.2556,"PP","NP",12.669,"NP"
"371","Gm20","Grassland",24,30,20.3384,18.3784,0,0,0,0,4.881216,6.10152,"NP","NP",0,"NP"
"372","Gm21","Grassland",24,30,1551.0772,1192.6756,195.284,167.0936,0.8372,0.125902179465987,372.258528,465.32316,"MP","PP",166.50756,"PP"
"373","Gm22","Grassland",27,30,939.1744,352.086,34.0816,28.2592,4.07,0.0362888937347526,253.577088,281.75232,"PP","PP",25.4102,"PP"
"374","Gm23","Grassland",27,30,1373.9432,759.7868,372.0572,333.2668,10.1392,0.270795182799405,370.964664,412.18296,"WP","MP",326.16936,"MP"
"375","Gm24","Grassland",27,30,10.0012,9.3328,7.566,7.3124,0.1456,0.756509218893733,2.700324,3.00036,"WP","WP",7.21048,"WP"
"376","Gm25","Grassland",27,30,430.6344,103.7852,18.1104,11.0128,0.0044,0.0420551632661023,116.271288,129.19032,"PP","PP",11.00972,"PP"
"377","Gm26","Grassland",27,30,260.5796,242.2212,116.11,114.3456,0.9356,0.445583614373497,70.356492,78.17388,"WP","WP",113.69068,"WP"
"378","Gm27","Grassland",24,30,268.0664,261.144,73.058,71.6392,1.2072,0.272536953530916,64.335936,80.41992,"WP","WP",70.79416,"WP"
"379","Gm28","Grassland",24,30,93.8756,91.556,28.752,28.2948,0.4608,0.306277669596785,22.530144,28.16268,"WP","WP",27.97224,"WP"
"380","Gm29","Grassland",24,30,523.222,502.7088,137.6028,136.7704,0,0.262991235078036,125.57328,156.9666,"WP","WP",136.7704,"WP"
"381","Gm3","Grassland",24,30,14029.2096,5639.0196,262.352,127.4596,2.2136,0.0187004120317655,3367.010304,4208.76288,"PP","NP",125.91008,"NP"
"382","Gm30","Grassland",24,30,3858.6324,2611.3308,373.1628,297.4932,2.2776,0.0967085644126142,926.071776,1157.58972,"PP","PP",295.89888,"PP"
"383","Gm31","Grassland",24,30,1048.1812,536.1616,436.8036,348.6736,2.446,0.416725276125922,251.563488,314.45436,"WP","WP",346.9614,"WP"
"384","Gm4","Grassland",24,30,11278.5632,6209.7068,898.9676,586.9992,5.82,0.0797058618246693,2706.855168,3383.56896,"PP","PP",582.9252,"PP"
"385","Gm6","Grassland",24,30,9891.6532,5464.9784,142.062,39.0864,0.0356,0.0143618055675466,2373.996768,2967.49596,"PP","NP",39.06148,"NP"
"386","Gm7","Grassland",28,30,30.0484,27.6196,0.49,0.45,0,0.0163070246668708,8.413552,9.01452,"PP","PP",0.45,"PP"
"387","Gm8","Grassland",24,30,14492.9396,5504.348,264.3372,125.5064,0.2612,0.0182390327494361,3478.305504,4347.88188,"PP","NP",125.32356,"NP"
"388","Gm9","Grassland",24,30,1313.2256,435.8432,104.3944,58.3808,0.1524,0.0794946428092782,315.174144,393.96768,"PP","PP",58.27412,"PP"
"389","Gs1","Grassland",23,30,539.2132,281.4492,18.0424,17.72,0.0376,0.0334606051928996,124.019036,161.76396,"PP","PP",17.69368,"PP"
"390","Gs2","Grassland",27,30,1058.0116,818.9024,216.9692,203.1584,0,0.205072609789912,285.663132,317.40348,"MP","MP",203.1584,"MP"
"391","Gs3","Grassland",23,30,1742.278,1563.8912,195.9232,182.7732,7.6028,0.112452318171956,400.72394,522.6834,"PP","PP",177.45124,"PP"
"392","Gs4","Grassland",24,30,7440.426,4242.93,296.5556,202.2124,3.4684,0.0398573415016828,1785.70224,2232.1278,"PP","PP",199.78452,"PP"
"393","Gs7","Grassland",23,30,4653.6068,2366.6848,16.95,12.1508,0,0.00364233609079306,1070.329564,1396.08204,"NP","NP",12.1508,"NP"
"394","Gs8","Grassland",23,30,2862.4156,1664.26,181.0776,132.58,0.5372,0.0632604154337337,658.355588,858.72468,"PP","PP",132.20396,"PP"
"395","CB2","Indian Ocean Coastal Belt",25,30,1122.15,401.0516,222.344,186.8424,0.0856,0.198141068484605,280.5375,336.645,"MP","MP",186.78248,"MP"
"396","SVcb1","Savanna",19,30,6651.4568,5108.8792,1280.0156,1116.6516,0,0.192441391185161,1263.776792,1995.43704,"WP","MP",1116.6516,"MP"
"397","SVcb10","Savanna",24,30,1442.1488,919.6632,79.2656,68.1896,0.2008,0.0549635377431233,346.115712,432.64464,"PP","PP",68.04904,"PP"
"398","SVcb12","Savanna",19,30,17384.092,10862.8848,1499.8948,1193.7468,0.0044,0.0862797320676858,3302.97748,5215.2276,"PP","PP",1193.74372,"PP"
"399","SVcb13","Savanna",24,30,2066.3028,1920.4356,427.3144,396.8984,0.1348,0.206801442654,495.912672,619.89084,"MP","MP",396.80404,"MP"
"400","SVcb14","Savanna",19,30,759.892,441.2272,95.95,64.1276,0,0.126267943339317,144.37948,227.9676,"MP","PP",64.1276,"PP"
"401","SVcb15","Savanna",19,30,7198.2152,2856.3324,546.6728,395.1656,0,0.0759456038491319,1367.660888,2159.46456,"PP","PP",395.1656,"PP"
"402","SVcb16","Savanna",19,30,12078.146,9880.8072,1715.886,1571.4564,0,0.142065346784184,2294.84774,3623.4438,"MP","MP",1571.4564,"MP"
"403","SVcb17","Savanna",24,30,8901.2312,8214.646,1860.6164,1792.5144,0.4936,0.209029105996033,2136.295488,2670.36936,"MP","MP",1792.16888,"MP"
"404","SVcb18","Savanna",19,30,6496.36,5101.8224,708.1908,633.6272,0,0.109013478317088,1234.3084,1948.908,"MP","MP",633.6272,"MP"
"405","SVcb19","Savanna",19,30,12021.6592,10665.7168,1130.736,1048.3356,0,0.094058231163299,2284.115248,3606.49776,"PP","PP",1048.3356,"PP"
"406","SVcb2","Savanna",19,30,1107.4924,1075.8564,279.8092,277.8712,0,0.252651124287625,210.423556,332.24772,"WP","WP",277.8712,"WP"
"407","SVcb20","Savanna",19,30,10110.8896,6219.6988,495.72,348.674,0.1776,0.0490283268447516,1921.069024,3033.26688,"PP","PP",348.54968,"PP"
"408","SVcb21","Savanna",24,30,4147.7392,3045.662,769.786,647.086,59.3716,0.185591707405326,995.457408,1244.32176,"MP","MP",605.52588,"MP"
"409","SVcb22","Savanna",36,30,0.602,0.5316,0.602,0.5316,0.06,1,0.21672,0.1806,"WP","WP",0.4896,"WP"
"410","SVcb23","Savanna",19,30,4445.3284,2519.1048,149.934,125.7104,3.7824,0.0337284417502203,844.612396,1333.59852,"PP","PP",123.06272,"PP"
"411","SVcb24","Savanna",24,30,666.91,596.7168,83.258,74.4736,0,0.124841432877,160.0584,200.073,"MP","PP",74.4736,"PP"
"412","SVcb25","Savanna",24,30,891.324,823.9772,144.6168,141.3864,0.128,0.162249417720156,213.91776,267.3972,"MP","MP",141.2968,"MP"
"413","SVcb26","Savanna",24,30,2000.0168,1747.8652,271.8056,262.9276,1.8196,0.135901658426069,480.004032,600.00504,"MP","MP",261.65388,"MP"
"414","SVcb27","Savanna",19,30,2522.834,1210.104,52.02,40.026,0,0.0206196681985418,479.33846,756.8502,"PP","PP",40.026,"PP"
"415","SVcb28","Savanna",24,30,2316.1448,1809.8568,260.8492,238.6696,0.1024,0.112622146940036,555.874752,694.84344,"PP","PP",238.59792,"PP"
"416","SVcb6","Savanna",19,30,2285.098,708.9796,75.0208,41.394,0,0.0328304519105964,434.16862,685.5294,"PP","PP",41.394,"PP"
"417","SVcb7","Savanna",24,30,491.3284,360.9508,10.3584,9.46,0,0.0210824369199908,117.918816,147.39852,"PP","PP",9.46,"PP"
"418","SVcb8","Savanna",19,30,1833.3936,843.362,87.7784,36.1608,0.0108,0.0478775534069716,348.344784,550.01808,"PP","PP",36.15324,"PP"
"419","SVcb9","Savanna",24,30,3104.532,2593.0128,466.3652,443.0276,4.0216,0.150220774016824,745.08768,931.3596,"MP","MP",440.21248,"MP"
"420","SVl1","Savanna",19,30,2090.6908,1579.2596,980.7336,831.0872,7.5956,0.46909547791572,397.231252,627.20724,"WP","WP",825.77028,"WP"
"421","SVl10","Savanna",19,30,942.7836,615.1964,406.4452,387.29,0.1932,0.431111869150036,179.128884,282.83508,"WP","WP",387.15476,"WP"
"422","SVl11","Savanna",24,30,630.6152,596.5872,496.1364,493.128,0,0.786749827787215,151.347648,189.18456,"WP","WP",493.128,"WP"
"423","SVl12","Savanna",24,30,464.2436,364.6696,105.2928,101.7064,0,0.226805065271767,111.418464,139.27308,"MP","MP",101.7064,"MP"
"424","SVl13","Savanna",24,30,109.4832,72.4612,32.476,27.5328,0.882,0.296629985239744,26.275968,32.84496,"WP","WP",26.9154,"WP"
"425","SVl14","Savanna",19,30,1381.2076,1033.4924,575.028,471.6164,2.6608,0.416322644039897,262.429444,414.36228,"WP","WP",469.75384,"WP"
"426","SVl15","Savanna",24,30,1345.808,1343.736,1330.9564,1329.1212,0,0.988964547691796,322.99392,403.7424,"WP","WP",1329.1212,"WP"
"427","SVl16","Savanna",24,30,1303.518,1045.0056,185.246,178.1616,5.6876,0.142112345207354,312.84432,391.0554,"MP","MP",174.18028,"MP"
"428","SVl17","Savanna",24,30,127.574,36.3308,1.7092,0.886,0,0.0133977142677975,30.61776,38.2722,"PP","NP",0.886,"NP"
"429","SVl18","Savanna",19,30,1124.394,865.0132,220.7564,207.4408,0.0288,0.196333669514423,213.63486,337.3182,"WP","MP",207.42064,"MP"
"430","SVl19","Savanna",19,30,152.9456,80.776,29.754,29.0792,0.1724,0.194539757927001,29.059664,45.88368,"WP","WP",28.95852,"MP"
"431","SVl2","Savanna",19,30,183.8536,183.8284,181.9316,181.9064,0,0.989546030102212,34.932184,55.15608,"WP","WP",181.9064,"WP"
"432","SVl20","Savanna",19,30,1645.1236,648.6476,353.9092,227.0668,7.4044,0.215126206930592,312.573484,493.53708,"WP","MP",221.88372,"MP"
"433","SVl21","Savanna",19,30,335.0944,268.5708,138.6872,136.374,1.5052,0.413875015518015,63.667936,100.52832,"WP","WP",135.32036,"WP"
"434","SVl22","Savanna",19,30,4770.6844,3358.0616,563.6216,519.8688,6.9908,0.118142713443799,906.430036,1431.20532,"MP","MP",514.97524,"MP"
"435","SVl23","Savanna",19,30,7094.574,4497.7396,1573.024,1477.4416,20.9976,0.221722121722883,1347.96906,2128.3722,"WP","WP",1462.74328,"WP"
"436","SVl24","Savanna",19,30,694.624,182.28,0,0,0,0,131.97856,208.3872,"NP","NP",0,"NP"
"437","SVl25","Savanna",25,30,660.6212,472.9328,134.062,114.0636,0.0008,0.202933239199711,165.1553,198.18636,"MP","MP",114.06304,"MP"
"438","SVl26","Savanna",25,30,703.61,510.344,48.55,46.7884,0,0.0690012933301118,175.9025,211.083,"PP","PP",46.7884,"PP"
"439","SVl27","Savanna",24,30,539.908,426.688,107.8216,92.7252,3.0252,0.199703653214992,129.57792,161.9724,"MP","MP",90.60756,"MP"
"440","SVl3","Savanna",19,30,15822.7516,11896.1492,6502.0568,6421.8364,0.4272,0.410930852254547,3006.322804,4746.82548,"WP","WP",6421.53736,"WP"
"441","SVl4","Savanna",19,30,786.1288,591.676,486.0096,485.1976,0,0.61823151626044,149.364472,235.83864,"WP","WP",485.1976,"WP"
"442","SVl5","Savanna",19,30,2855.0596,2478.2988,2254.9828,2249.0444,0,0.789819869259472,542.461324,856.51788,"WP","WP",2249.0444,"WP"
"443","SVl6","Savanna",19,30,760.2468,757.7016,760.034,757.4888,0.0348,0.999720090896798,144.446892,228.07404,"WP","WP",757.46444,"WP"
"444","SVl7","Savanna",19,30,323.4536,286.2132,38.7644,38.3772,0,0.119845319390478,61.456184,97.03608,"MP","MP",38.3772,"MP"
"445","SVl8","Savanna",19,30,3399.5656,1748.3556,147.9504,109.2308,4.6316,0.0435203838984604,645.917464,1019.86968,"PP","PP",105.98868,"PP"
"446","SVl9","Savanna",19,30,3562.4732,1115.6136,218.806,111.5612,12.7716,0.0614196901186513,676.869908,1068.74196,"PP","PP",102.62108,"PP"
"447","SVmp1","Savanna",19,30,8797.3088,8133.022,1095.156,1029.6148,0.002,0.124487616030939,1671.488672,2639.19264,"MP","MP",1029.6134,"MP"
"448","SVmp2","Savanna",19,30,2785.7408,2718.2392,835.5156,827.9612,0.0248,0.299925822244482,529.290752,835.72224,"WP","WP",827.94384,"WP"
"449","SVmp3","Savanna",19,30,277.0592,276.878,277.0536,276.8724,0.0424,0.99997978771324,52.641248,83.11776,"WP","WP",276.84272,"WP"
"450","SVmp4","Savanna",19,30,2805.3784,2800.2144,2798.3128,2793.1508,0,0.997481409281543,533.021896,841.61352,"WP","WP",2793.1508,"WP"
"451","SVmp5","Savanna",19,30,5317.0804,4722.0828,3735.904,3724.0572,0,0.702623191479294,1010.245276,1595.12412,"WP","WP",3724.0572,"WP"
"452","SVmp6","Savanna",19,30,3154.1124,2431.4684,1185.3232,1181.2848,0,0.375802460305473,599.281356,946.23372,"WP","WP",1181.2848,"WP"
"453","SVmp7","Savanna",19,30,2225.5536,2027.626,1603.1268,1592.2,0,0.720327203083314,422.855184,667.66608,"WP","WP",1592.2,"WP"
"454","SVmp8","Savanna",19,30,310.438,310.2836,310.438,310.2836,0,1,58.98322,93.1314,"WP","WP",310.2836,"WP"
"455","SVs1","Savanna",25,30,2706.5924,1972.284,12.6572,11.5064,0.0208,0.00467643373268912,676.6481,811.97772,"NP","NP",11.49184,"NP"
"456","SVs2","Savanna",25,30,2215.6012,1631.75,66.5624,57.2596,0.06,0.0300425906972789,553.9003,664.68036,"PP","PP",57.2176,"PP"
"457","SVs3","Savanna",25,30,1533.5048,1014.296,36.6192,23.6392,0.834,0.0238794166148029,383.3762,460.05144,"PP","PP",23.0554,"PP"
"458","SVcb29","Savanna",19,30,388.1768,373.6608,97.9996,96.5044,0,0.252461249616154,73.753592,116.45304,"WP","WP",96.5044,"WP"
"459","SVcb4","Savanna",24,30,4122.4704,3661.8716,295.7732,276.6152,0.4004,0.0717465915583045,989.392896,1236.74112,"PP","PP",276.33492,"PP"
"460","Gh13","Grassland",24,30,3766.2224,2123.7648,56.1984,54.3676,0,0.0149216891705599,903.893376,1129.86672,"PP","PP",54.3676,"PP"
"461","SVcb5","Savanna",24,30,367.1036,359.8116,347.3172,342.6632,0,0.946101318537873,88.104864,110.13108,"WP","WP",342.6632,"WP"
"462","Gh14","Grassland",24,30,9187.4096,3675.5048,76.26,58.5316,0.0016,0.00830048983556802,2204.978304,2756.22288,"NP","NP",58.53048,"NP"
"463","SVcb3","Savanna",19,30,1332.022,889.586,33.6308,18.9156,0.2084,0.0252479313404734,253.08418,399.6066,"PP","PP",18.76972,"PP"
"464","Gm2","Grassland",28,30,720.6988,627.636,0,0,0,0,201.795664,216.20964,"NP","NP",0,"NP"
"465","SVk3","Savanna",16,30,1366.9324,576.2632,27.4284,12.2484,0,0.0200656594283668,218.709184,410.07972,"PP","PP",12.2484,"PP"
